vehicle,brand,model,category,sales,year,month,source
Volvo XC60,Volvo,XC60,phev,85,2019,4,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,100,2019,4,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,5,insideEVs.com
Audi e-tron,Audi,e-tron,bev,856,2019,5,insideEVs.com
BMW 330e,BMW,330e,phev,27,2019,5,insideEVs.com
BMW 530e,BMW,530e,phev,727,2019,5,insideEVs.com
BMW 740e,BMW,740e,phev,12,2019,5,insideEVs.com
BMW i3,BMW,i3,bev,439,2019,5,insideEVs.com
BMW i8,BMW,i8,phev,145,2019,5,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,4,2019,5,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,0,2019,5,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1396,2019,5,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,408,2019,5,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,390,2019,5,insideEVs.com
Fiat 500e,Fiat,500e,bev,60,2019,5,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,605,2019,5,insideEVs.com
Honda Clarity,Honda,Clarity,phev,816,2019,5,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,82,2019,5,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,61,2019,5,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,63,2019,5,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,91,2019,5,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,40,2019,5,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,228,2019,5,insideEVs.com
Kia Niro,Kia,Niro,bev,119,2019,5,insideEVs.com
Kia Niro,Kia,Niro,phev,329,2019,5,insideEVs.com
Kia Optima,Kia,Optima,phev,0,2019,5,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,5,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,5,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,215,2019,5,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,264,2019,5,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,185,2019,5,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,51,2019,5,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,85,2019,5,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,232,2019,5,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1216,2019,5,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,105,2019,5,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,170,2019,5,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,106,2019,5,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,65,2019,5,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,13950,2019,5,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1025,2019,5,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1375,2019,5,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1914,2019,5,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,264,2019,5,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,50,2019,5,insideEVs.com
Volvo XC60,Volvo,XC60,phev,95,2019,5,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,120,2019,5,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,6,insideEVs.com
Audi e-tron,Audi,e-tron,bev,726,2019,6,insideEVs.com
BMW 330e,BMW,330e,phev,25,2019,6,insideEVs.com
BMW 530e,BMW,530e,phev,908,2019,6,insideEVs.com
BMW 740e,BMW,740e,phev,6,2019,6,insideEVs.com
BMW i3,BMW,i3,bev,473,2019,6,insideEVs.com
BMW i8,BMW,i8,phev,280,2019,6,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,8,2019,6,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,6,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1659,2019,6,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,333,2019,6,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,391,2019,6,insideEVs.com
Fiat 500e,Fiat,500e,bev,25,2019,6,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,675,2019,6,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1030,2019,6,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,52,2019,6,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,62,2019,6,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,152,2019,6,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,116,2019,6,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,30,2019,6,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,236,2019,6,insideEVs.com
Kia Niro,Kia,Niro,bev,49,2019,6,insideEVs.com
Kia Niro,Kia,Niro,phev,351,2019,6,insideEVs.com
Kia Optima,Kia,Optima,phev,51,2019,6,insideEVs.com
Kia Soul,Kia,Soul,bev,0,2019,6,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,2,2019,6,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,235,2019,6,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,270,2019,6,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,180,2019,6,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,60,2019,6,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,44,2019,6,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,222,2019,6,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1156,2019,6,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,75,2019,6,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,195,2019,6,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,74,2019,6,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,70,2019,6,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,21225,2019,6,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1750,2019,6,insideEVs.com
Tesla Model X,Tesla,Model X,bev,2725,2019,6,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1144,2019,6,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,366,2019,6,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,40,2019,6,insideEVs.com
Volvo XC60,Volvo,XC60,phev,175,2019,6,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,170,2019,6,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,7,insideEVs.com
Audi e-tron,Audi,e-tron,bev,678,2019,7,insideEVs.com
BMW 330e,BMW,330e,phev,16,2019,7,insideEVs.com
BMW 530e,BMW,530e,phev,444,2019,7,insideEVs.com
BMW 740e,BMW,740e,phev,2,2019,7,insideEVs.com
BMW i3,BMW,i3,bev,304,2019,7,insideEVs.com
BMW i8,BMW,i8,phev,101,2019,7,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,4,2019,7,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,7,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,985,2019,7,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,250,2019,7,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,385,2019,7,insideEVs.com
Fiat 500e,Fiat,500e,bev,40,2019,7,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,720,2019,7,insideEVs.com
Honda Clarity,Honda,Clarity,phev,800,2019,7,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,47,2019,7,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,55,2019,7,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,105,2019,7,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,150,2019,7,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,35,2019,7,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,213,2019,7,insideEVs.com
Kia Niro,Kia,Niro,bev,80,2019,7,insideEVs.com
Kia Niro,Kia,Niro,phev,325,2019,7,insideEVs.com
Kia Optima,Kia,Optima,phev,35,2019,7,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,7,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,7,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,230,2019,7,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,265,2019,7,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,170,2019,7,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,50,2019,7,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,40,2019,7,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,213,2019,7,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,938,2019,7,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,95,2019,7,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,165,2019,7,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,56,2019,7,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,115,2019,7,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,12550,2019,7,insideEVs.com
Tesla Model S,Tesla,Model S,bev,975,2019,7,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1225,2019,7,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2950,2019,7,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,460,2019,7,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,45,2019,7,insideEVs.com
Volvo XC60,Volvo,XC60,phev,140,2019,7,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,110,2019,7,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,8,insideEVs.com
Audi e-tron,Audi,e-tron,bev,593,2019,8,insideEVs.com
BMW 330e,BMW,330e,phev,5,2019,8,insideEVs.com
BMW 530e,BMW,530e,phev,606,2019,8,insideEVs.com
BMW 740e,BMW,740e,phev,8,2019,8,insideEVs.com
BMW i3,BMW,i3,bev,385,2019,8,insideEVs.com
BMW i8,BMW,i8,phev,90,2019,8,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,2,2019,8,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,8,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1720,2019,8,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,274,2019,8,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,395,2019,8,insideEVs.com
Fiat 500e,Fiat,500e,bev,45,2019,8,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,620,2019,8,insideEVs.com
Honda Clarity,Honda,Clarity,phev,840,2019,8,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,65,2019,8,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,40,2019,8,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,125,2019,8,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,130,2019,8,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,40,2019,8,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,160,2019,8,insideEVs.com
Kia Niro,Kia,Niro,bev,55,2019,8,insideEVs.com
Kia Niro,Kia,Niro,phev,300,2019,8,insideEVs.com
Kia Optima,Kia,Optima,phev,35,2019,8,insideEVs.com
Kia Soul,Kia,Soul,bev,8,2019,8,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,8,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,190,2019,8,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,230,2019,8,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,105,2019,8,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,24,2019,8,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,50,2019,8,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,277,2019,8,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1117,2019,8,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,100,2019,8,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,165,2019,8,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,74,2019,8,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,90,2019,8,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,12350,2019,8,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1050,2019,8,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1825,2019,8,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2500,2019,8,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,689,2019,8,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,55,2019,8,insideEVs.com
Volvo XC60,Volvo,XC60,phev,105,2019,8,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,125,2019,8,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,9,insideEVs.com
Audi e-tron,Audi,e-tron,bev,434,2019,9,insideEVs.com
BMW 330e,BMW,330e,phev,2,2019,9,insideEVs.com
BMW 530e,BMW,530e,phev,310,2019,9,insideEVs.com
BMW 740e,BMW,740e,phev,5,2019,9,insideEVs.com
BMW i3,BMW,i3,bev,467,2019,9,insideEVs.com
BMW i8,BMW,i8,phev,68,2019,9,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,1,2019,9,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,3,2019,9,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2125,2019,9,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,350,2019,9,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,415,2019,9,insideEVs.com
Fiat 500e,Fiat,500e,bev,40,2019,9,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,700,2019,9,insideEVs.com
Honda Clarity,Honda,Clarity,phev,400,2019,9,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,35,2019,9,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,70,2019,9,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,135,2019,9,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,190,2019,9,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,45,2019,9,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,160,2019,9,insideEVs.com
Kia Niro,Kia,Niro,bev,90,2019,9,insideEVs.com
Kia Niro,Kia,Niro,phev,375,2019,9,insideEVs.com
Kia Optima,Kia,Optima,phev,50,2019,9,insideEVs.com
Kia Soul,Kia,Soul,bev,65,2019,9,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,9,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,130,2019,9,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,180,2019,9,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,65,2019,9,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,16,2019,9,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,30,2019,9,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,176,2019,9,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1048,2019,9,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,105,2019,9,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,175,2019,9,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,54,2019,9,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,120,2019,9,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,19100,2019,9,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1100,2019,9,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1675,2019,9,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1650,2019,9,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,554,2019,9,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,60,2019,9,insideEVs.com
Volvo XC60,Volvo,XC60,phev,180,2019,9,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,175,2019,9,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,10,insideEVs.com
Audi e-tron,Audi,e-tron,bev,462,2019,10,insideEVs.com
BMW 330e,BMW,330e,phev,5,2019,10,insideEVs.com
BMW 530e,BMW,530e,phev,305,2019,10,insideEVs.com
BMW 740e,BMW,740e,phev,4,2019,10,insideEVs.com
BMW i3,BMW,i3,bev,359,2019,10,insideEVs.com
BMW i8,BMW,i8,phev,64,2019,10,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,2,2019,10,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,1,2019,10,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1102.333333,2019,10,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,123.3333333,2019,10,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,664,2019,10,insideEVs.com
Fiat 500e,Fiat,500e,bev,64.33333333,2019,10,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,626,2019,10,insideEVs.com
Honda Clarity,Honda,Clarity,phev,595,2019,10,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,35,2019,10,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,146,2019,10,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,373,2019,10,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,171,2019,10,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,46,2019,10,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,306,2019,10,insideEVs.com
Kia Niro,Kia,Niro,bev,189,2019,10,insideEVs.com
Kia Niro,Kia,Niro,phev,308,2019,10,insideEVs.com
Kia Optima,Kia,Optima,phev,36,2019,10,insideEVs.com
Kia Soul,Kia,Soul,bev,5,2019,10,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,10,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,242,2019,10,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,278,2019,10,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,179,2019,10,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,53,2019,10,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,25,2019,10,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,255,2019,10,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,887,2019,10,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,100,2019,10,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,173,2019,10,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,43.33333333,2019,10,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,0,2019,10,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,135,2019,10,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,15758.33333,2019,10,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1250,2019,10,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1833.333333,2019,10,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2318,2019,10,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,637,2019,10,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,14,2019,10,insideEVs.com
Volvo XC60,Volvo,XC60,phev,138,2019,10,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,188,2019,10,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,11,insideEVs.com
Audi e-tron,Audi,e-tron,bev,621,2019,11,insideEVs.com
BMW 330e,BMW,330e,phev,6,2019,11,insideEVs.com
BMW 530e,BMW,530e,phev,421,2019,11,insideEVs.com
BMW 740e,BMW,740e,phev,4,2019,11,insideEVs.com
BMW i3,BMW,i3,bev,918,2019,11,insideEVs.com
BMW i8,BMW,i8,phev,55,2019,11,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,1,2019,11,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,0,2019,11,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1102.333333,2019,11,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,123.3333333,2019,11,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,664,2019,11,insideEVs.com
Fiat 500e,Fiat,500e,bev,64.33333333,2019,11,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,626,2019,11,insideEVs.com
Honda Clarity,Honda,Clarity,phev,795,2019,11,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,55,2019,11,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,94,2019,11,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,216,2019,11,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,448,2019,11,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,45,2019,11,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,270,2019,11,insideEVs.com
Kia Niro,Kia,Niro,bev,258,2019,11,insideEVs.com
Kia Niro,Kia,Niro,phev,325,2019,11,insideEVs.com
Kia Optima,Kia,Optima,phev,32,2019,11,insideEVs.com
Kia Soul,Kia,Soul,bev,3,2019,11,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,11,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,200,2019,11,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,242,2019,11,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,110,2019,11,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,25,2019,11,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,35,2019,11,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,372,2019,11,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1140,2019,11,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,105,2019,11,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,173,2019,11,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,43.33333333,2019,11,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,0,2019,11,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,121,2019,11,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,15758.33333,2019,11,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1250,2019,11,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1833.333333,2019,11,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2790,2019,11,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,366,2019,11,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,13,2019,11,insideEVs.com
Volvo XC60,Volvo,XC60,phev,156,2019,11,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,172,2019,11,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,12,insideEVs.com
Audi e-tron,Audi,e-tron,bev,746,2019,12,insideEVs.com
BMW 330e,BMW,330e,phev,4,2019,12,insideEVs.com
BMW 530e,BMW,530e,phev,499,2019,12,insideEVs.com
BMW 740e,BMW,740e,phev,3,2019,12,insideEVs.com
BMW i3,BMW,i3,bev,214,2019,12,insideEVs.com
BMW i8,BMW,i8,phev,51,2019,12,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,1,2019,12,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,0,2019,12,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1102.333333,2019,12,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,123.3333333,2019,12,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,664,2019,12,insideEVs.com
Fiat 500e,Fiat,500e,bev,64.33333333,2019,12,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,626,2019,12,insideEVs.com
Honda Clarity,Honda,Clarity,phev,755,2019,12,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,45,2019,12,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,73,2019,12,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,168,2019,12,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,207,2019,12,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,54,2019,12,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,176,2019,12,insideEVs.com
Kia Niro,Kia,Niro,bev,286,2019,12,insideEVs.com
Kia Niro,Kia,Niro,phev,309,2019,12,insideEVs.com
Kia Optima,Kia,Optima,phev,42,2019,12,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,12,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,12,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,137,2019,12,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,189,2019,12,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,68,2019,12,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,17,2019,12,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,20,2019,12,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,269,2019,12,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1227,2019,12,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,110,2019,12,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,184,2019,12,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,130,2019,12,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,0,2019,12,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,128,2019,12,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,15758.33333,2019,12,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1250,2019,12,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1833.333333,2019,12,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2817,2019,12,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,264,2019,12,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,9,2019,12,insideEVs.com
Volvo XC60,Volvo,XC60,phev,214,2019,12,insideEVs.com
